DRUH	NOVÁ AKREDITACE	NÁZEV SP/SO	TYP SP	NÁZEV SP	VYSOKÁ ŠKOLA	FAKULTA	FS	ISCED-F	SDS	JAZYK	PROFIL	OV1	PODIL OV1	OV2	PODIL OV2	OV3	PODIL OV3	OV4	PODIL OV4	OV5	PODIL OV5	KRAJ	PLATNOST AKREDITACE DO
SO	NE	Theoretical Computer Science	doktorský	Informatics, Computer science	Univerzita Karlova	Matematicko-fyzikální fakulta	3, 1	0613	4	angličtina												Praha	31.12.2024
SO	NE	Theoretical Computer Science (jednooborové)	navazující magisterský	Informatics, Computer science	Univerzita Karlova	Matematicko-fyzikální fakulta	1		2	angličtina												Praha	31.12.2024
SP	ANO	Theoretical Computer Science and Artificial Intelligence	doktorský	Theoretical Computer Science and Artificial Intelligence	Univerzita Karlova	Matematicko-fyzikální fakulta	3, 1	0619	4	angličtina		Informatika	100		0		0					Praha	28.11.2028
SO	NE	Theoretical Electrical Engineering	doktorský	Electrical Engineering and Communication	Vysoké učení technické v Brně	Fakulta elektrotechniky a komunikačních technologií	3, 1		4	angličtina												Jihomoravský	31.12.2024
SO	NE	Theoretical Electrical Engineering	doktorský	Electrical Engineering and Communication	Vysoké učení technické v Brně	Fakulta elektrotechniky a komunikačních technologií	3, 1	0714	4	angličtina												Jihomoravský	31.12.2024
SP	ANO	Theoretical Electrical Engineering	doktorský	Theoretical Electrical Engineering	Vysoké učení technické v Brně	Fakulta elektrotechniky a komunikačních technologií	3, 1	0714	4	angličtina		Elektrotechnika 	100		0		0					Jihomoravský	28.5.2029
SP	NE	Theoretical Fundamentals of Mechanical Engineering	bakalářský	Theoretical Fundamentals of Mechanical Engineering	České vysoké učení technické v Praze	Fakulta strojní	3, 1		3	angličtina												Praha	31.12.2024
SP	ANO	Theoretical Legal Sciences – Law and Legal Theory in European Context	doktorský	Theoretical Legal Sciences – Law and Legal Theory in European Context	Univerzita Karlova	Právnická fakulta	3, 1	0421	4	angličtina		Právo 	100		0		0					Praha	28.11.2028
SO	NE	Theoretical Physics	navazující magisterský	Physics	Slezská univerzita v Opavě	Filozoficko-přírodovědecká fakulta v Opavě	1		2	angličtina												Moravskoslezský	31.12.2024
SO	NE	Theoretical Physics	navazující magisterský	Physics	Univerzita Karlova	Matematicko-fyzikální fakulta	1	0533	2	angličtina												Praha	31.12.2024
SP	ANO	Theoretical Physics	navazující magisterský	Theoretical Physics	Univerzita Karlova	Matematicko-fyzikální fakulta	1	0533	2	angličtina	akademicky zaměřený	Fyzika	100		0		0		0		0	Praha	19.6.2029
SO	NE	Theoretical Physics and Astrophysics	doktorský	Physics	Slezská univerzita v Opavě	Filozoficko-přírodovědecká fakulta v Opavě	3, 1	0533	4	angličtina												Moravskoslezský	31.12.2024
SO	NE	Theoretical Physics, Astronomy and Astrophysics	doktorský	Physics	Univerzita Karlova	Matematicko-fyzikální fakulta	3, 1		4	angličtina												Praha	31.12.2024
SO	NE	Theoretical Physics, Astronomy and Astrophysics	doktorský	Physics	Univerzita Karlova	Matematicko-fyzikální fakulta	3, 1		4	angličtina												Praha	31.12.2024
SO	NE	Theoretical Physics, Astronomy and Astrophysics	doktorský	Physics	Univerzita Karlova	Matematicko-fyzikální fakulta	3, 1		4	angličtina												Praha	31.12.2024
SO	NE	Theoretical Physics, Astronomy and Astrophysics	doktorský	Physics	Univerzita Karlova	Matematicko-fyzikální fakulta	3, 1		4	angličtina												Praha	31.12.2024
SO	NE	Theoretical Physics, Astronomy and Astrophysics	doktorský	Physics	Univerzita Karlova	Matematicko-fyzikální fakulta	3, 1		4	angličtina												Praha	31.12.2024
SO	NE	Theoretical Physics, Astronomy and Astrophysics	doktorský	Physics	Univerzita Karlova	Matematicko-fyzikální fakulta	3, 1	0533	4	angličtina												Praha	31.12.2024
SP	ANO	Theoretical Physics, Astronomy and Astrophysics	doktorský	Theoretical Physics, Astronomy and Astrophysics	Univerzita Karlova	Matematicko-fyzikální fakulta	3, 1	0533	4	angličtina		Fyzika	100		0		0					Praha	28.11.2028
SO	NE	Theoretical Psysics and Astrophysics	doktorský	Physics	Masarykova univerzita	Přírodovědecká fakulta	3, 1	0533	4	angličtina												Jihomoravský	31.12.2024
SO	NE	Theorie der Konstruktionen	doktorský	Stavební inženýrství	Vysoká škola báňská – Technická univerzita Ostrava	Fakulta stavební	3, 1	0732	4	němčina												Moravskoslezský	31.12.2024
SP	ANO	Theory and Construction of Machines	doktorský	Theory and Construction of Machines	Západočeská univerzita v Plzni	Fakulta strojní	3, 1	0715	4	angličtina		Strojírenství, technologie a materiály	100		0		0		0		0	Plzeňský	16.6.2030
SP	ANO	Theory and History of Modern Czech Literature	doktorský	Theory and History of Modern Czech Literature	Jihočeská univerzita v Českých Budějovicích	Filozofická fakulta	3, 1	0232	4	čeština		Filologie	100		0		0					Jihočeský	1.3.2029
SO	NE	Theory and History of Science and Technology	doktorský	Humanities, Humanities Studies	Západočeská univerzita v Plzni	Fakulta filozofická	3, 1		3	angličtina												Plzeňský	31.12.2024
SO	NE	Theory of Art and Gallery Education	doktorský	Specialization in Education	Masarykova univerzita	Pedagogická fakulta	3, 1		4	angličtina												Jihomoravský	31.12.2024
SP	ANO	Theory of Art and Gallery Education	doktorský	Theory of Art and Gallery Education	Masarykova univerzita	Pedagogická fakulta	3, 1	0111	4	angličtina		Učitelství 	100		0		0		0		0	Jihomoravský	22.6.2030
SO	NE	Theory of Arts and Crafts	doktorský	Specialization in Education	Univerzita Jana Evangelisty Purkyně v Ústí nad Labem	Pedagogická fakulta	3, 1		3	angličtina												Ústecký	31.12.2024
SO	NE	Theory of Construction	doktorský	Civil Engineering	Vysoká škola báňská – Technická univerzita Ostrava	Fakulta stavební	3, 1	0732	4	angličtina												Moravskoslezský	31.12.2024
SO	NE	Theory, Philosophy and Sociology of Law	doktorský	Teoretické právní vědy	Univerzita Karlova	Právnická fakulta	3, 1	0421	3	angličtina												Praha	31.12.2024
SO	NE	Theory, Philosophy and Sociology of Law	doktorský	Teoretické právní vědy	Univerzita Karlova	Právnická fakulta	3, 1	0421	3	angličtina												Praha	31.12.2024
SO	NE	Thermal Engineering and Ceramic Materials	navazující magisterský	Metallurgical Engineering	Vysoká škola báňská – Technická univerzita Ostrava	"Fakulta materiálově-technologická
"	3, 1		2	angličtina												Moravskoslezský	31.12.2024
SO	NE	Thermal Engineering and Fuels in Industry	doktorský	Metallurgy	Vysoká škola báňská – Technická univerzita Ostrava	"Fakulta materiálově-technologická
"	1	0715	3	angličtina												Moravskoslezský	31.12.2024
SP	ANO	Thermal Engineering and Fuels in Industry	doktorský	Thermal Engineering and Fuels in Industry	Vysoká škola báňská – Technická univerzita Ostrava	"Fakulta materiálově-technologická
"	3, 1	0713	4	angličtina		Energetika	100		0		0					Moravskoslezský	24.4.2029
SO	NE	Thermomechanics and Fluid Mechanics	doktorský	Mechanical engineering	České vysoké učení technické v Praze	Fakulta strojní	3, 1		4	angličtina												Praha	31.12.2024
SO	NE	Thermomechanics and Fluid Mechanics	doktorský	Mechanical engineering	České vysoké učení technické v Praze	Fakulta strojní	3, 1	0715	4	angličtina												Praha	31.12.2024
SO	NE	Thermomechanics and Fluid Mechanics	doktorský	Mechanical engineering	České vysoké učení technické v Praze	Fakulta strojní	3, 1	0715	4	angličtina												Praha	31.12.2024
SO	NE	Tibetan Studies (dvouoborové)	navazující magisterský	Philology	Univerzita Karlova	Filozofická fakulta	1	0288	2	angličtina												Praha	31.12.2024
SO	NE	Tibetan Studies (jednooborové)	navazující magisterský	Philology	Univerzita Karlova	Filozofická fakulta	1	0288	2	angličtina												Praha	31.12.2024
SO	NE	Tibetanistika (dvouoborové)	bakalářský	Filologie	Univerzita Karlova	Filozofická fakulta	1	0288	3	čeština												Praha	31.12.2024
SO	NE	Tibetanistika (dvouoborové)	navazující magisterský	Filologie	Univerzita Karlova	Filozofická fakulta	1	0288	2	čeština												Praha	31.12.2024
SO	NE	Tibetanistika (jednooborové)	bakalářský	Filologie	Univerzita Karlova	Filozofická fakulta	1	0288	3	čeština												Praha	31.12.2024
SO	NE	Tibetanistika (jednooborové)	navazující magisterský	Filologie	Univerzita Karlova	Filozofická fakulta	1		2	čeština												Praha	31.12.2024
SP	ANO	Tlumočnictví	navazující magisterský	Tlumočnictví	Univerzita Karlova	Filozofická fakulta	1	0231	2	čeština	akademicky zaměřený	Filologie	100		0		0		0		0	Praha	23.9.2025
SP	ANO	Tlumočnictví českého znakového jazyka	bakalářský	Tlumočnictví českého znakového jazyka	Masarykova univerzita	Filozofická fakulta	1	0288	3	čeština	profesně zaměřený	Filologie	50	Sociální práce 	50		0		0		0	Jihomoravský	21.10.2024
SO	NE	Tlumočnictví: čeština - angličtina (dvouoborové)	navazující magisterský	Překladatelství a tlumočnictví	Univerzita Karlova	Filozofická fakulta	1		2	čeština												Praha	31.12.2024
SO	NE	Tlumočnictví: čeština - angličtina (dvouoborové)	navazující magisterský	Překladatelství a tlumočnictví	Univerzita Karlova	Filozofická fakulta	1		2	čeština												Praha	31.12.2024
SO	NE	Tlumočnictví: čeština - francouzština (dvouoborové)	navazující magisterský	Překladatelství a tlumočnictví	Univerzita Karlova	Filozofická fakulta	1		2	čeština												Praha	31.12.2024
SO	NE	Tlumočnictví: čeština - francouzština (dvouoborové)	navazující magisterský	Překladatelství a tlumočnictví	Univerzita Karlova	Filozofická fakulta	1		2	čeština												Praha	31.12.2024
SO	NE	Tlumočnictví: čeština - němčina (dvouoborové)	navazující magisterský	Překladatelství a tlumočnictví	Univerzita Karlova	Filozofická fakulta	1		2	čeština												Praha	31.12.2024
SO	NE	Tlumočnictví: čeština - němčina (dvouoborové)	navazující magisterský	Překladatelství a tlumočnictví	Univerzita Karlova	Filozofická fakulta	1		2	čeština												Praha	31.12.2024
SO	NE	Tlumočnictví: čeština - ruština (dvouoborové)	navazující magisterský	Překladatelství a tlumočnictví	Univerzita Karlova	Filozofická fakulta	1		2	čeština												Praha	31.12.2024
SO	NE	Tlumočnictví: čeština - ruština (dvouoborové)	navazující magisterský	Překladatelství a tlumočnictví	Univerzita Karlova	Filozofická fakulta	1		2	čeština												Praha	31.12.2024
SO	NE	Tlumočnictví: čeština - španělština (dvouoborové)	navazující magisterský	Překladatelství a tlumočnictví	Univerzita Karlova	Filozofická fakulta	1		2	čeština												Praha	31.12.2024
SO	NE	Tlumočnictví: čeština - španělština (dvouoborové)	navazující magisterský	Překladatelství a tlumočnictví	Univerzita Karlova	Filozofická fakulta	1		2	čeština												Praha	31.12.2024
SO	NE	Tools and Processes	doktorský	Process Engineering	Univerzita Tomáše Bati ve Zlíně	Fakulta technologická	3, 1	0788	4	angličtina												Zlínský	31.12.2024
SP	ANO	Tools and Processes	doktorský	Tools and Processes	Univerzita Tomáše Bati ve Zlíně	Fakulta technologická	3, 1	0788	4	angličtina		Strojírenství, technologie a materiály	73	Chemie 	27		0		0		0	Zlínský	22.10.2031
SO	NE	Tourism	bakalářský	International Territorial Studies, International Area Studies	Vysoká škola obchodní v Praze, nadační fond		1		3	angličtina												Praha	31.12.2024
SP	ANO	Tourism	bakalářský	Tourism	Panevropská univerzita, a.s.		1	1015	3	angličtina	profesně zaměřený	Ekonomické obory 	100		0		0		0		0	Praha	17.8.2024
SP	ANO	Tourism	bakalářský	Tourism	Vysoká škola obchodní v Praze, nadační fond		1	1015	3	angličtina	profesně zaměřený	Ekonomické obory 	100		0		0		0		0	Praha	17.8.2024
SP	NE	Toxicology	doktorský	Toxicology	Univerzita obrany	Fakulta vojenského zdravotnictví	3, 1		4	angličtina												Jihomoravský	31.12.2024
SP	NE	Toxicology	doktorský	Toxicology	Univerzita obrany	Fakulta vojenského zdravotnictví	3, 1		4	angličtina												Jihomoravský	31.12.2024
SP	ANO	Toxicology	doktorský	Toxicology	Univerzita Palackého v Olomouci	Lékařská fakulta	3, 1	0512	4	angličtina		Chemie 	50	Všeobecné lékařství a zubní lékařství	50		0		0		0	Olomoucký	10.8.2029
SO	NE	Toxicology and Analysis of Pollutants	bakalářský	Chemistry	Univerzita Hradec Králové	Přírodovědecká fakulta	1	0531	3	angličtina												Královéhradecký	31.12.2024
SO	NE	Toxicology of Natural Products	doktorský	Pharmacy	Univerzita Karlova	Farmaceutická fakulta v Hradci Králové	3, 1	0916	4	angličtina												Praha	31.12.2024
SP	NE	Toxikologie	doktorský	Toxikologie	Univerzita obrany	Fakulta vojenského zdravotnictví	3, 1		4	čeština												Jihomoravský	31.12.2024
SP	NE	Toxikologie	doktorský	Toxikologie	Univerzita obrany	Fakulta vojenského zdravotnictví	3, 1		4	čeština												Jihomoravský	31.12.2024
SP	ANO	Toxikologie	doktorský	Toxikologie	Univerzita Hradec Králové	Přírodovědecká fakulta	3, 1	0512	4	čeština		Chemie 	50	Všeobecné lékařství a zubní lékařství	50		0		0		0	Královéhradecký	10.8.2029
SP	ANO	Toxikologie	doktorský	Toxikologie	Univerzita obrany	Fakulta vojenského zdravotnictví	3, 1	0512	4	čeština		Farmacie 	80	Bezpečnostní obory 	20		0		0		0	Jihomoravský	27.3.2031
SP	ANO	Toxikologie	doktorský	Toxikologie	Univerzita Palackého v Olomouci	Lékařská fakulta	3, 1	0512	4	čeština		Chemie 	50	Všeobecné lékařství a zubní lékařství	50		0		0		0	Olomoucký	10.8.2029
SO	NE	Toxikologie a analýza škodlivin	bakalářský	Chemie	Univerzita Hradec Králové	Přírodovědecká fakulta	1	0531	3	čeština												Královéhradecký	31.12.2024
SO	NE	Toxikologie a analýza škodlivin	bakalářský	Chemie	Univerzita Jana Evangelisty Purkyně v Ústí nad Labem	Přírodovědecká fakulta	1	0531	3	čeština												Ústecký	31.12.2024
SO	NE	Toxikologie přírodních látek	doktorský	Farmacie	Univerzita Karlova	Farmaceutická fakulta v Hradci Králové	3, 1	0916	4	čeština												Praha	31.12.2024
SO	NE	Traductologie	doktorský	Filologie	Univerzita Karlova	Filozofická fakulta	3, 1	0232	3	francouzština												Praha	31.12.2024
SO	NE	Traffic Engineering	navazující magisterský	Civil Engineering	Vysoká škola báňská – Technická univerzita Ostrava	Fakulta stavební	3, 1	0732	1,5	angličtina												Moravskoslezský	31.12.2024
SO	NE	Training Teachers of Computer Science (dvouoborové)	navazující magisterský	Informatics, Computer Science	Univerzita Karlova	Matematicko-fyzikální fakulta	3, 1		2	angličtina												Praha	31.12.2024
SO	NE	Training Teachers of Descriptive Geometry (dvouoborové)	navazující magisterský	Mathematics	Univerzita Karlova	Matematicko-fyzikální fakulta	3, 1		2	angličtina												Praha	31.12.2024
SO	NE	Training Teachers of Education at Higher Secondary Schools and Colleges	navazující magisterský	Lehramt für Mittelschule	Univerzita Karlova	Pedagogická fakulta	3, 1	0114	2	angličtina												Praha	31.12.2024
SO	NE	Training Teachers of General Subjects at Lower and Higher Secondary Schools - English Language (dvouoborové)	magisterský	Učitelství pro střední školy	Univerzita Karlova	Pedagogická fakulta	1	0114	5	angličtina												Praha	31.12.2024
SO	NE	Training Teachers of General Subjects at Lower and Higher Secondary Schools - English Language (dvouoborové)	navazující magisterský	Lehramt für Mittelschule	Univerzita Karlova	Pedagogická fakulta	1	0114	2	angličtina												Praha	31.12.2024
SO	NE	Training Teachers of General Subjects at Lower and Higher Secondary Schools - English Language (dvouoborové)	navazující magisterský	Lehramt für Mittelschule	Univerzita Karlova	Pedagogická fakulta	1	0114	2	angličtina												Praha	31.12.2024
SO	NE	Training Teachers of General Subjects at Lower and Higher Secondary Schools - English Language (jednooborové)	navazující magisterský	Lehramt für Mittelschule	Univerzita Karlova	Pedagogická fakulta	3, 1	0114	2	angličtina												Praha	31.12.2024
